Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,FTr,TRB%,AST%,OWS,DWS,WS,WS/48,Awards,season,is_playoff
25.0,Pete Maravich,23.0,ATL,SG,81.0,,2926.0,17.8,0.512,0.313,4.6,18.3,5.2,1.0,6.2,0.102,ROY-3,1971,False
26.0,Happy Hairston,28.0,LAL,PF,80.0,,2921.0,16.2,0.522,0.35,12.2,7.7,4.7,2.6,7.2,0.119,,1971,False
27.0,Jack Marin,26.0,BAL,SF,82.0,,2920.0,15.7,0.51,0.251,7.7,10.4,4.1,3.4,7.5,0.123,,1971,False
28.0,Jeff Mullins,28.0,SFW,SG,75.0,,2909.0,17.1,0.533,0.274,5.2,17.3,6.2,2.0,8.2,0.135,AS,1971,False
29.0,Walt Bellamy,31.0,ATL,C,82.0,,2908.0,16.5,0.535,0.633,16.5,10.3,4.6,1.6,6.2,0.102,,1971,False
30.0,Wes Unseld,24.0,BAL,C,74.0,,2904.0,17.9,0.535,0.358,19.0,12.9,4.1,5.9,10.0,0.166,AS,1971,False
31.0,Jon McGlocklin,27.0,MIL,SG,82.0,,2891.0,14.2,0.563,0.156,3.7,13.1,6.6,2.3,8.9,0.147,,1971,False
32.0,Dave DeBusschere,30.0,NYK,PF,81.0,,2891.0,15.4,0.458,0.251,14.2,10.3,-0.2,6.4,6.2,0.102,"AS,DEF1",1971,False
33.0,Walt Hazzard,28.0,ATL,PG,82.0,,2877.0,15.5,0.515,0.369,4.7,24.3,4.2,1.2,5.4,0.09,,1971,False
34.0,Tiny Archibald,22.0,CIN,PG,82.0,,2867.0,14.0,0.507,0.405,3.8,19.9,3.4,1.7,5.1,0.085,,1971,False
35.0,Bob Dandridge,23.0,MIL,SF,79.0,,2862.0,16.9,0.545,0.322,10.5,12.2,6.2,3.3,9.5,0.16,,1971,False
36.0,Willis Reed,28.0,NYK,C,73.0,,2855.0,19.3,0.51,0.286,16.0,7.4,4.1,6.5,10.6,0.179,"MVP-4,AS,NBA2",1971,False
37.0,Jerry West,32.0,LAL,PG,69.0,,2845.0,23.5,0.571,0.467,5.0,32.3,10.2,2.5,12.8,0.215,"MVP-2,AS,NBA1,DEF1",1971,False
38.0,Dick Barnett,34.0,NYK,SG,82.0,,2843.0,12.3,0.487,0.235,3.8,10.8,2.0,3.5,5.5,0.093,,1971,False
39.0,Earl Monroe,26.0,BAL,PG,81.0,,2843.0,17.1,0.502,0.337,3.3,17.9,4.1,3.0,7.1,0.119,AS,1971,False
40.0,Dick Snyder,26.0,SEA,SG,82.0,,2824.0,17.4,0.579,0.297,4.2,17.8,8.8,1.2,10.0,0.17,,1971,False
41.0,Ron Williams,26.0,SFW,PG,82.0,,2809.0,14.6,0.515,0.401,3.8,23.6,3.9,2.2,6.1,0.104,,1971,False
42.0,Gail Goodrich,27.0,LAL,SG,79.0,,2808.0,14.6,0.521,0.292,4.1,18.1,4.5,1.9,6.4,0.109,,1971,False
43.0,Jo Jo White,24.0,BOS,PG,75.0,,2787.0,16.2,0.496,0.18,5.8,18.2,3.1,3.6,6.7,0.116,AS,1971,False
44.0,Bob Kauffman,24.0,BUF,C,78.0,,2778.0,20.9,0.523,0.371,13.7,19.8,5.5,2.5,7.9,0.137,AS,1971,False
45.0,Jimmy Walker,26.0,DET,SG,79.0,,2765.0,14.5,0.503,0.345,3.6,14.2,3.4,1.7,5.1,0.088,,1971,False
46.0,Clem Haskins,27.0,PHO,PG,82.0,,2764.0,15.9,0.498,0.338,5.4,20.3,3.2,3.2,6.4,0.111,,1971,False
47.0,Don May,25.0,BUF,SF,76.0,,2666.0,17.1,0.515,0.262,9.7,9.0,4.5,1.7,6.1,0.11,,1971,False
48.0,Connie Hawkins,28.0,PHO,SF,71.0,,2662.0,19.0,0.519,0.474,11.1,17.5,4.7,3.9,8.6,0.155,AS,1971,False
49.0,Sam Lacey,22.0,CIN,C,81.0,,2648.0,12.5,0.448,0.203,15.5,5.6,-0.9,2.2,1.2,0.023,,1971,False
50.0,Lenny Wilkens,33.0,SEA,PG,71.0,,2641.0,19.0,0.509,0.51,5.5,33.0,4.1,1.7,5.7,0.104,AS,1971,False
51.0,John Hummer,22.0,BUF,C,81.0,,2637.0,12.0,0.485,0.53,12.4,8.4,1.3,1.9,3.2,0.058,,1971,False
52.0,John Warren,23.0,CLE,PG,82.0,,2610.0,11.4,0.473,0.241,6.4,19.2,0.8,0.8,1.7,0.031,,1971,False
53.0,Leroy Ellis,30.0,POR,C,74.0,,2581.0,15.6,0.487,0.238,15.3,12.1,1.7,3.0,4.7,0.087,,1971,False
54.0,Gus Johnson,32.0,BAL,PF,66.0,,2538.0,18.9,0.494,0.266,19.6,10.3,2.2,5.0,7.2,0.136,"MVP-10,AS,NBA2,DEF1",1971,False
55.0,Jim Washington,27.0,PHI,PF,78.0,70.0,2501.0,14.3,0.536,0.41,13.4,5.1,3.9,2.8,6.7,0.129,,1971,False
56.0,Greg Smith,24.0,MIL,PF,82.0,,2428.0,14.1,0.537,0.267,11.5,11.2,3.8,2.9,6.8,0.134,,1971,False
57.0,Walt Wesley,26.0,CLE,C,82.0,,2425.0,17.1,0.502,0.381,14.2,5.7,3.2,0.9,4.1,0.082,,1971,False
58.0,Dick Garrett,24.0,BUF,PG,75.0,,2375.0,11.6,0.476,0.278,5.6,15.7,1.0,1.4,2.4,0.048,,1971,False
59.0,Don Adams,23.0,SDR,SF,82.0,,2374.0,10.8,0.446,0.222,10.7,9.9,-0.9,3.8,2.9,0.059,,1971,False
60.0,Jim Barnett,26.0,POR,SG,78.0,,2371.0,17.0,0.495,0.313,6.9,19.3,2.7,2.0,4.7,0.094,,1971,False
61.0,Tom Boerwinkle,25.0,CHI,C,82.0,,2370.0,20.4,0.526,0.315,22.6,23.1,3.4,5.6,9.0,0.182,,1971,False
62.0,Bingo Smith,24.0,CLE,SG,77.0,,2332.0,15.5,0.483,0.212,8.9,17.7,1.6,0.8,2.4,0.049,,1971,False
63.0,John Johnson,23.0,CLE,SF,67.0,,2310.0,15.4,0.477,0.289,9.5,21.5,1.2,0.9,2.1,0.044,AS,1971,False
64.0,Rick Adelman,24.0,POR,PG,81.0,,2303.0,13.4,0.484,0.412,5.3,21.2,1.5,1.9,3.4,0.071,,1971,False
65.0,Bill Bradley,27.0,NYK,SF,78.0,,2300.0,13.3,0.49,0.192,5.2,16.5,1.8,3.6,5.4,0.114,,1971,False
66.0,Stan McKenzie,26.0,POR,SF,82.0,,2290.0,13.8,0.524,0.439,5.9,13.4,3.6,1.7,5.3,0.111,,1971,False
67.0,Don Chaney,24.0,BOS,SG,81.0,,2289.0,13.0,0.515,0.409,8.7,12.7,2.7,3.2,5.9,0.124,,1971,False
68.0,Joe Ellis,26.0,SFW,SF,80.0,,2275.0,10.7,0.437,0.226,9.9,9.8,-1.4,1.8,0.5,0.01,,1971,False
69.0,Keith Erickson,26.0,LAL,SF,73.0,,2272.0,11.5,0.494,0.143,8.0,12.5,1.6,1.7,3.3,0.07,,1971,False
70.0,Kevin Loughery,30.0,BAL,SG,82.0,,2260.0,14.4,0.462,0.277,4.3,18.6,0.2,2.6,2.8,0.06,,1971,False
71.0,Don Nelson,30.0,BOS,SF,82.0,,2254.0,15.9,0.534,0.484,10.8,8.7,4.2,3.2,7.4,0.157,,1971,False
72.0,McCoy McLemore,28.0,2TM,SF,86.0,,2254.0,11.9,0.449,0.332,12.1,12.7,-0.5,1.2,0.7,0.014,,1971,False
72.0,McCoy McLemore,28.0,CLE,SF,58.0,,1839.0,12.5,0.452,0.336,12.1,13.7,-0.4,0.7,0.4,0.01,,1971,False
72.0,McCoy McLemore,28.0,MIL,SF,28.0,,415.0,9.2,0.437,0.308,12.0,8.2,-0.2,0.5,0.3,0.035,,1971,False
73.0,Bob Weiss,28.0,CHI,PG,82.0,,2237.0,12.6,0.503,0.408,4.0,23.0,2.2,2.6,4.7,0.102,,1971,False
74.0,Matt Guokas,26.0,2TM,SG,79.0,0.0,2213.0,9.8,0.536,0.33,3.4,19.8,2.3,2.3,4.7,0.101,,1971,False
74.0,Matt Guokas,26.0,PHI,SG,1.0,0.0,5.0,3.6,,,9.0,0.0,0.0,0.0,0.0,0.037,,1971,False
74.0,Matt Guokas,26.0,CHI,SG,78.0,,2208.0,9.8,0.536,0.33,3.4,19.8,2.3,2.3,4.7,0.101,,1971,False
75.0,Pete Cross,22.0,SEA,C,79.0,,2194.0,13.1,0.49,0.366,19.8,6.3,1.0,1.6,2.6,0.058,,1971,False
76.0,Johnny Green,37.0,CIN,PF,75.0,,2147.0,19.4,0.607,0.47,13.7,5.7,7.9,1.6,9.5,0.212,AS,1971,False
77.0,Don Kojis,32.0,SEA,SF,79.0,,2143.0,14.5,0.499,0.314,9.3,8.5,2.3,1.0,3.3,0.075,,1971,False
78.0,Em Bryant,32.0,BUF,PG,73.0,,2137.0,11.6,0.47,0.297,5.6,22.6,0.7,1.4,2.1,0.047,,1971,False
79.0,Herm Gilliam,24.0,BUF,SG,80.0,,2082.0,13.1,0.459,0.211,7.3,20.5,0.0,1.4,1.4,0.033,,1971,False
80.0,John Trapp,25.0,SDR,SF,82.0,,2080.0,10.5,0.463,0.245,10.7,8.9,0.1,3.2,3.3,0.077,,1971,False
81.0,Neal Walk,22.0,PHO,C,82.0,,2033.0,16.1,0.497,0.284,15.2,8.5,2.1,3.1,5.1,0.121,,1971,False
82.0,Calvin Murphy,22.0,SDR,PG,82.0,,2020.0,19.4,0.532,0.422,5.3,24.5,4.9,3.1,8.0,0.191,ROY-4,1971,False
83.0,Bob Lanier,22.0,DET,C,82.0,,2017.0,20.0,0.503,0.339,15.9,11.6,3.0,2.2,5.2,0.124,ROY-5,1971,False
84.0,Dave Sorenson,22.0,CLE,PF,79.0,,1940.0,15.2,0.497,0.288,12.1,12.8,1.9,0.7,2.6,0.065,,1971,False
85.0,Howard Komives,29.0,DET,PG,82.0,,1932.0,9.7,0.429,0.211,3.8,18.6,-1.2,1.4,0.2,0.004,,1971,False
86.0,Otto Moore,24.0,DET,C,82.0,,1926.0,14.0,0.468,0.315,17.6,6.4,0.3,2.1,2.4,0.06,,1971,False
87.0,Steve Kuberski,23.0,BOS,PF,82.0,,1867.0,11.8,0.46,0.246,12.4,5.3,-0.1,2.7,2.6,0.066,,1971,False
88.0,Jim Davis,29.0,ATL,C,82.0,,1864.0,12.8,0.538,0.573,13.2,7.4,2.6,0.9,3.5,0.09,,1971,False
89.0,Terry Dischinger,30.0,DET,SF,65.0,,1855.0,14.4,0.582,0.371,8.8,8.6,4.5,1.4,5.9,0.153,,1971,False
90.0,Bobby Lewis,25.0,CLE,SG,79.0,,1852.0,8.2,0.424,0.314,5.4,17.8,-1.0,0.6,-0.4,-0.012,,1971,False
91.0,Dale Schlueter,25.0,POR,C,80.0,,1823.0,14.0,0.527,0.414,15.0,13.2,2.3,2.2,4.4,0.116,,1971,False
92.0,Tom Meschery,32.0,SEA,PF,79.0,,1822.0,13.0,0.515,0.351,12.2,7.7,2.1,1.0,3.1,0.081,,1971,False
93.0,Bob Boozer,33.0,MIL,PF,80.0,,1775.0,13.1,0.502,0.281,11.6,8.6,1.7,2.1,3.7,0.101,,1971,False
94.0,Luke Jackson,29.0,PHI,C,79.0,40.0,1774.0,10.9,0.432,0.357,14.4,10.4,-0.9,2.3,1.4,0.037,,1971,False
95.0,Jim McMillian,22.0,LAL,SF,81.0,,1747.0,12.2,0.494,0.207,8.5,9.7,1.2,1.3,2.5,0.07,,1971,False
96.0,Bill Hewitt,26.0,DET,PF,62.0,,1725.0,10.9,0.487,0.276,12.7,9.5,0.8,1.6,2.4,0.067,,1971,False
97.0,Fred Carter,25.0,BAL,SG,77.0,,1707.0,12.3,0.446,0.225,6.5,13.2,-0.7,2.0,1.3,0.036,,1971,False
98.0,Larry Siegfried,31.0,SDR,PG,53.0,,1673.0,11.6,0.474,0.405,5.4,25.5,0.6,2.9,3.5,0.101,,1971,False
99.0,Mel Counts,29.0,PHO,C,80.0,,1669.0,15.8,0.496,0.248,13.8,12.2,1.7,2.5,4.2,0.121,,1971,False
100.0,Shaler Halimon,25.0,2TM,SG,81.0,,1652.0,12.0,0.415,0.207,11.0,17.1,-2.0,1.7,-0.3,-0.009,,1971,False
100.0,Shaler Halimon,25.0,CHI,SG,2.0,,23.0,-4.2,0.118,0.125,4.1,20.9,-0.2,0.0,-0.1,-0.285,,1971,False
100.0,Shaler Halimon,25.0,POR,SF,79.0,,1629.0,12.2,0.418,0.208,11.1,17.1,-1.9,1.7,-0.2,-0.005,,1971,False
101.0,Jim Fox,27.0,CHI,C,82.0,,1628.0,19.5,0.531,0.525,17.4,17.1,3.1,3.0,6.1,0.181,,1971,False
102.0,Mike Davis,24.0,BUF,SG,73.0,,1617.0,12.6,0.468,0.339,5.3,14.2,0.4,0.9,1.2,0.037,,1971,False
103.0,Lee Winfield,23.0,SEA,PG,79.0,,1605.0,15.2,0.504,0.341,5.5,19.5,2.0,0.8,2.8,0.083,,1971,False
104.0,Bailey Howell,34.0,PHI,PF,82.0,6.0,1589.0,17.0,0.532,0.459,12.4,10.2,3.2,1.8,5.0,0.152,,1971,False
105.0,Dave Stallworth,29.0,NYK,SF,81.0,,1565.0,14.8,0.483,0.336,10.3,9.3,1.0,2.8,3.8,0.116,,1971,False
106.0,Ed Manning,27.0,POR,PF,79.0,,1558.0,10.8,0.468,0.166,11.5,9.1,0.2,1.5,1.7,0.051,,1971,False
107.0,Eddie Miles,30.0,BAL,SG,63.0,,1541.0,10.9,0.474,0.249,4.8,9.3,0.5,1.5,2.0,0.061,,1971,False
108.0,John Tresvant,31.0,2TM,PF,75.0,,1517.0,12.3,0.523,0.47,11.1,7.2,1.8,1.9,3.8,0.119,,1971,False
108.0,John Tresvant,31.0,LAL,PF,8.0,,66.0,22.7,0.546,0.286,15.6,22.5,0.2,0.1,0.3,0.193,,1971,False
108.0,John Tresvant,31.0,BAL,PF,67.0,,1451.0,11.8,0.521,0.486,10.9,6.5,1.6,1.9,3.5,0.116,,1971,False
109.0,John Block,26.0,SDR,PF,73.0,,1464.0,15.2,0.499,0.462,13.2,9.2,1.5,2.6,4.1,0.133,,1971,False
110.0,Luther Rackley,24.0,CLE,C,74.0,,1434.0,12.5,0.505,0.404,13.3,6.7,1.4,0.5,1.9,0.063,,1971,False
111.0,Bob Portman,23.0,SFW,SG,68.0,,1395.0,12.1,0.49,0.219,10.1,6.7,0.9,1.1,1.9,0.066,,1971,False
112.0,Clyde Lee,26.0,SFW,C,82.0,,1392.0,14.8,0.484,0.465,18.0,6.1,0.7,1.5,2.2,0.075,,1971,False
113.0,Willie McCarter,24.0,LAL,SG,76.0,,1369.0,8.5,0.431,0.13,4.0,12.0,-1.0,0.8,-0.2,-0.008,,1971,False
114.0,Flynn Robinson,29.0,CIN,SG,71.0,,1368.0,17.3,0.514,0.279,4.7,14.7,2.6,0.7,3.3,0.115,,1971,False
115.0,Greg Hyder,22.0,CIN,SF,77.0,,1359.0,8.7,0.474,0.174,11.0,4.3,0.3,0.9,1.1,0.04,,1971,False
116.0,Lamar Green,23.0,PHO,PF,68.0,,1326.0,10.7,0.479,0.287,16.1,5.3,0.4,2.0,2.4,0.086,,1971,False
117.0,Mike Riordan,25.0,NYK,SF,82.0,,1320.0,8.8,0.449,0.278,5.8,11.5,-0.2,2.0,1.7,0.063,,1971,False
118.0,Cornell Warner,22.0,BUF,C,65.0,,1293.0,11.1,0.445,0.38,15.9,5.5,-0.4,1.1,0.6,0.024,,1971,False
119.0,Dennis Awtrey,22.0,PHI,C,70.0,38.0,1292.0,13.5,0.514,0.373,14.9,9.1,1.4,1.7,3.1,0.114,,1971,False
120.0,Barry Clemens,27.0,SEA,SF,78.0,,1286.0,12.2,0.501,0.217,8.7,9.7,1.2,0.6,1.8,0.068,,1971,False
121.0,Zaid Abdul-Aziz,24.0,SEA,C,61.0,,1276.0,16.1,0.489,0.315,16.8,4.6,1.0,0.8,1.8,0.067,,1971,False
122.0,Terry Driscoll,23.0,DET,PF,69.0,,1255.0,10.4,0.482,0.484,15.5,5.6,0.5,1.3,1.7,0.066,,1971,False
123.0,Hank Finkel,28.0,BOS,C,80.0,,1234.0,12.1,0.478,0.26,12.0,8.1,0.5,1.8,2.3,0.091,,1971,False
124.0,Erwin Mueller,26.0,DET,PF,52.0,,1224.0,9.1,0.438,0.35,8.8,12.0,-0.4,1.0,0.6,0.024,,1971,False
125.0,Charlie Paulk,24.0,CIN,PF,68.0,,1213.0,11.5,0.451,0.206,11.9,3.0,-0.4,0.8,0.3,0.013,,1971,False
126.0,Nick Jones,25.0,SFW,SG,81.0,,1183.0,11.4,0.476,0.289,4.1,13.9,0.5,0.7,1.3,0.051,,1971,False
127.0,Jerry Chambers,27.0,ATL,SF,65.0,,1168.0,13.7,0.496,0.255,9.5,7.3,1.1,0.4,1.5,0.062,,1971,False
128.0,Lucius Allen,23.0,MIL,PG,61.0,,1162.0,12.2,0.485,0.276,6.2,16.3,0.7,1.2,1.9,0.078,,1971,False
129.0,Spencer Haywood,21.0,SEA,PF,33.0,,1162.0,18.0,0.504,0.377,15.6,5.9,1.5,0.7,2.2,0.091,,1971,False
130.0,Gary Gregor,25.0,POR,PF,44.0,,1153.0,11.4,0.457,0.211,12.6,9.0,-0.1,1.1,1.1,0.044,,1971,False
131.0,Bob Quick,24.0,DET,SF,56.0,,1146.0,12.4,0.535,0.516,9.7,6.6,1.8,0.9,2.6,0.11,,1971,False
132.0,Art Williams,31.0,BOS,PG,74.0,,1141.0,12.5,0.491,0.252,7.7,24.6,0.8,1.9,2.7,0.114,,1971,False
133.0,Toby Kimball,28.0,SDR,PF,80.0,,1100.0,9.7,0.408,0.376,16.1,7.1,-1.0,2.1,1.2,0.052,,1971,False
134.0,John Wetzel,26.0,PHO,SG,70.0,,1091.0,9.4,0.498,0.351,6.4,13.5,0.7,1.2,2.0,0.086,,1971,False
135.0,Rudy Tomjanovich,22.0,SDR,PF,77.0,,1062.0,12.2,0.419,0.255,15.7,9.3,-1.1,2.1,1.0,0.043,,1971,False
136.0,Cazzie Russell,26.0,NYK,SF,57.0,,1056.0,14.7,0.471,0.236,8.3,10.2,0.3,1.7,2.0,0.093,,1971,False
137.0,Gar Heard,22.0,SEA,PF,65.0,,1027.0,10.4,0.425,0.313,14.6,5.6,-0.9,0.6,-0.3,-0.013,,1971,False
138.0,Wali Jones,28.0,PHI,SG,41.0,13.0,962.0,10.5,0.449,0.242,3.0,18.0,-0.2,0.8,0.5,0.026,,1971,False
139.0,Art Harris,24.0,PHO,PG,56.0,,952.0,11.5,0.437,0.233,4.8,20.5,-0.6,1.1,0.4,0.021,,1971,False
140.0,Rick Roberson,23.0,LAL,C,65.0,,909.0,11.8,0.464,0.475,15.0,6.4,0.1,0.9,1.0,0.05,,1971,False
141.0,Fred Foster,24.0,2TM,SF,67.0,6.0,909.0,9.6,0.445,0.288,7.5,8.9,-0.4,0.8,0.4,0.022,,1971,False
141.0,Fred Foster,24.0,CIN,SF,1.0,,21.0,5.1,0.376,0.375,8.6,0.0,0.0,0.0,0.0,-0.076,,1971,False
141.0,Fred Foster,24.0,PHI,SF,66.0,6.0,888.0,9.7,0.447,0.286,7.4,9.2,-0.3,0.8,0.5,0.024,,1971,False
142.0,Tom Black,29.0,2TM,C,71.0,,873.0,9.6,0.44,0.292,13.6,6.4,-0.4,0.5,0.1,0.008,,1971,False
142.0,Tom Black,29.0,SEA,C,55.0,,773.0,10.2,0.455,0.272,13.3,6.9,-0.1,0.4,0.3,0.021,,1971,False
142.0,Tom Black,29.0,CIN,C,16.0,,100.0,4.3,0.328,0.455,15.3,2.3,-0.3,0.1,-0.2,-0.098,,1971,False
143.0,Darrall Imhoff,32.0,CIN,C,34.0,,826.0,11.3,0.474,0.283,12.7,11.7,0.2,0.7,0.9,0.052,,1971,False
144.0,Johnny Egan,32.0,2TM,PG,62.0,,824.0,7.5,0.439,0.287,3.5,17.4,-0.1,0.6,0.5,0.028,,1971,False
144.0,Johnny Egan,32.0,CLE,PG,26.0,,410.0,9.4,0.476,0.286,3.8,19.1,0.1,0.1,0.3,0.03,,1971,False
144.0,Johnny Egan,32.0,SDR,PG,36.0,,414.0,5.6,0.394,0.288,3.3,15.6,-0.3,0.5,0.2,0.026,,1971,False
145.0,Bobby Washington,23.0,CLE,PG,47.0,,823.0,15.2,0.471,0.452,6.2,33.5,0.4,0.3,0.7,0.041,,1971,False
146.0,Phil Jackson,25.0,NYK,PF,71.0,,771.0,13.2,0.515,0.506,14.1,5.2,1.0,1.6,2.5,0.159,,1971,False
147.0,Rod Thorn,29.0,SEA,SG,63.0,,767.0,17.2,0.51,0.341,6.2,31.9,1.0,0.5,1.5,0.096,,1971,False
148.0,Connie Dierking,34.0,2TM,C,54.0,5.0,737.0,12.1,0.431,0.276,14.2,10.9,-0.6,0.9,0.3,0.022,,1971,False
148.0,Connie Dierking,34.0,CIN,C,1.0,,23.0,-4.5,0.188,0.0,13.7,5.2,-0.2,0.0,-0.2,-0.449,,1971,False
148.0,Connie Dierking,34.0,PHI,C,53.0,5.0,714.0,12.6,0.442,0.291,14.3,11.1,-0.4,0.9,0.6,0.038,,1971,False
149.0,Steve Mix,23.0,DET,SF,35.0,,731.0,12.7,0.503,0.357,10.8,6.4,0.7,0.6,1.3,0.083,,1971,False
150.0,Joe Cooke,22.0,CLE,SG,73.0,,725.0,10.4,0.431,0.173,7.6,19.6,-0.6,0.2,-0.4,-0.025,,1971,False
151.0,Bill Dinwiddie,27.0,BOS,PF,61.0,,717.0,10.4,0.416,0.226,12.6,6.0,-0.9,1.1,0.2,0.011,,1971,False
152.0,Dorie Murrey,27.0,2TM,PF,71.0,,716.0,10.4,0.508,0.629,13.6,5.4,0.6,1.0,1.6,0.109,,1971,False
152.0,Dorie Murrey,27.0,POR,PF,2.0,,20.0,16.3,0.507,1.833,15.2,5.6,0.0,0.0,0.0,0.118,,1971,False
152.0,Dorie Murrey,27.0,BAL,PF,69.0,,696.0,10.2,0.508,0.587,13.6,5.4,0.6,1.0,1.6,0.108,,1971,False
153.0,George Wilson,28.0,BUF,PF,46.0,,713.0,10.2,0.401,0.257,14.7,9.2,-1.0,0.6,-0.4,-0.029,,1971,False
154.0,Bernie Williams,25.0,SDR,SG,56.0,,708.0,10.1,0.391,0.24,5.2,21.5,-1.4,1.1,-0.3,-0.02,,1971,False
155.0,Dick Cunningham,24.0,MIL,C,76.0,,675.0,11.7,0.455,0.303,18.0,7.2,-0.1,1.0,1.0,0.068,,1971,False
156.0,Ron Knight,23.0,POR,PF,52.0,,662.0,9.0,0.44,0.165,11.0,9.5,-0.3,0.6,0.3,0.024,,1971,False
157.0,Freddie Crawford,29.0,2TM,SG,51.0,1.0,652.0,10.2,0.413,0.349,7.2,16.4,-0.8,0.6,-0.3,-0.019,,1971,False
157.0,Freddie Crawford,29.0,BUF,SG,15.0,,203.0,9.9,0.375,0.245,7.8,17.2,-0.6,0.1,-0.4,-0.103,,1971,False
157.0,Freddie Crawford,29.0,PHI,SG,36.0,1.0,449.0,10.3,0.435,0.411,6.9,16.1,-0.3,0.4,0.2,0.019,,1971,False
158.0,Jim King,29.0,CHI,PG,55.0,,645.0,12.8,0.502,0.346,5.0,16.8,0.7,0.7,1.3,0.099,,1971,False
159.0,Fred Hetzel,28.0,LAL,SF,59.0,,613.0,12.4,0.486,0.301,10.9,7.9,0.4,0.5,0.9,0.07,,1971,False
160.0,Bob Arnzen,23.0,CIN,SF,55.0,,594.0,14.5,0.502,0.188,11.5,5.4,0.6,0.4,1.0,0.082,,1971,False
