Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,FTr,TRB%,AST%,OWS,DWS,WS,WS/48,Awards,season,is_playoff
15.0,Wes Unseld,25.0,BAL,C,76.0,,3171.0,16.7,0.525,0.331,19.8,11.6,3.4,4.9,8.3,0.125,AS,1972,False
16.0,Spencer Haywood,22.0,SEA,PF,73.0,,3167.0,19.7,0.527,0.376,13.9,7.2,6.3,2.4,8.7,0.131,"MVP-5,AS,NBA1",1972,False
17.0,Walt Frazier,26.0,NYK,PG,77.0,,3126.0,21.6,0.576,0.426,8.0,21.1,10.3,4.2,14.5,0.223,"MVP-11,AS,NBA1,DEF1",1972,False
18.0,Bob Love,29.0,CHI,PF,79.0,,3108.0,16.8,0.49,0.275,7.9,6.4,2.8,4.7,7.5,0.115,"MVP-6,AS,NBA2,DEF2",1972,False
19.0,Stu Lantz,25.0,HOU,SG,81.0,,3097.0,15.0,0.506,0.361,5.0,14.9,3.6,3.8,7.4,0.114,,1972,False
20.0,Dick Van Arsdale,28.0,PHO,SG,82.0,,3096.0,16.0,0.557,0.531,5.2,13.2,7.4,3.0,10.4,0.161,,1972,False
21.0,Bob Lanier,23.0,DET,C,80.0,,3092.0,23.1,0.538,0.299,17.4,13.2,7.7,0.7,8.4,0.13,"MVP-9,AS",1972,False
22.0,Jimmy Walker,27.0,DET,SG,78.0,,3083.0,15.6,0.521,0.346,3.6,15.2,5.1,0.4,5.5,0.085,AS,1972,False
23.0,Paul Silas,28.0,PHO,PF,80.0,,3082.0,18.3,0.549,0.543,14.8,14.9,6.1,5.0,11.0,0.172,"MVP-14,AS,DEF2",1972,False
24.0,Dave DeBusschere,31.0,NYK,PF,80.0,,3072.0,15.0,0.462,0.218,14.4,13.2,-0.2,4.9,4.8,0.075,"MVP-10,AS,DEF1",1972,False
25.0,Jim McMillian,23.0,LAL,SF,80.0,,3050.0,14.3,0.517,0.208,7.6,8.8,4.1,3.7,7.8,0.123,,1972,False
26.0,Lou Hudson,27.0,ATL,SG,77.0,,3042.0,19.1,0.549,0.279,6.2,16.2,8.2,1.5,9.7,0.154,AS,1972,False
27.0,John Johnson,24.0,CLE,SF,82.0,,3041.0,15.4,0.483,0.274,10.1,19.7,1.6,3.0,4.6,0.073,AS,1972,False
28.0,Gail Goodrich,28.0,LAL,SG,82.0,,3040.0,20.1,0.548,0.33,4.3,16.7,8.8,3.5,12.3,0.194,"MVP-21,AS",1972,False
29.0,Jerry Sloan,29.0,CHI,SG,82.0,,3035.0,13.4,0.482,0.324,10.9,9.7,1.3,5.9,7.2,0.114,"MVP-21,DEF1",1972,False
30.0,Lenny Wilkens,34.0,SEA,PG,80.0,,2989.0,20.3,0.553,0.604,5.4,35.8,7.2,2.4,9.6,0.154,,1972,False
31.0,Jerry West,33.0,LAL,PG,77.0,,2973.0,23.1,0.546,0.411,4.9,33.7,8.4,4.9,13.3,0.216,"MVP-2,AS,NBA1,DEF1",1972,False
32.0,Jim Washington,28.0,2TM,PF,84.0,11.0,2961.0,12.0,0.507,0.365,12.0,6.5,2.4,1.9,4.3,0.07,,1972,False
32.0,Jim Washington,28.0,PHI,PF,17.0,11.0,545.0,11.5,0.515,0.429,11.2,5.9,0.5,0.4,0.9,0.084,,1972,False
32.0,Jim Washington,28.0,ATL,PF,67.0,,2416.0,12.2,0.506,0.351,12.1,6.7,1.9,1.5,3.4,0.067,,1972,False
33.0,Bob Dandridge,24.0,MIL,SF,80.0,,2957.0,16.1,0.53,0.23,10.0,11.2,5.1,4.0,9.1,0.148,,1972,False
34.0,Jack Marin,27.0,BAL,SF,78.0,,2927.0,18.2,0.536,0.276,8.5,8.9,6.6,2.5,9.1,0.149,AS,1972,False
35.0,Jerry Lucas,31.0,NYK,C,77.0,,2926.0,19.5,0.548,0.235,16.9,15.5,5.8,5.4,11.2,0.184,MVP-13,1972,False
36.0,Cazzie Russell,27.0,GSW,SF,79.0,,2902.0,17.3,0.504,0.25,6.6,13.3,3.7,3.5,7.3,0.12,"MVP-17,AS",1972,False
37.0,Billy Cunningham,28.0,PHI,SF,75.0,75.0,2900.0,21.3,0.515,0.421,14.3,22.6,4.8,3.5,8.3,0.137,"MVP-21,AS,NBA2",1972,False
38.0,Sam Lacey,23.0,CIN,C,81.0,,2832.0,12.1,0.449,0.174,16.9,8.4,-1.0,1.2,0.3,0.004,,1972,False
39.0,Connie Hawkins,29.0,PHO,SF,76.0,,2798.0,18.7,0.535,0.454,10.8,15.1,5.8,3.8,9.6,0.165,"MVP-17,AS",1972,False
40.0,Bill Bradley,28.0,NYK,SF,78.0,,2780.0,12.9,0.502,0.183,4.4,16.0,2.7,2.8,5.4,0.094,MVP-25,1972,False
41.0,Bill Bridges,32.0,2TM,PF,78.0,62.0,2756.0,15.3,0.534,0.406,17.5,9.4,3.5,3.0,6.5,0.113,,1972,False
41.0,Bill Bridges,32.0,ATL,PF,14.0,,546.0,11.0,0.434,0.328,17.0,9.3,-0.3,0.4,0.2,0.016,,1972,False
41.0,Bill Bridges,32.0,PHI,PF,64.0,62.0,2210.0,16.4,0.554,0.422,17.6,9.5,3.7,2.6,6.3,0.137,,1972,False
42.0,Happy Hairston,29.0,LAL,PF,80.0,,2748.0,15.7,0.538,0.5,16.8,8.2,3.9,5.3,9.2,0.161,,1972,False
43.0,Bingo Smith,25.0,CLE,SF,82.0,,2734.0,13.5,0.478,0.188,8.9,13.2,1.0,2.3,3.3,0.057,,1972,False
44.0,Dale Schlueter,26.0,POR,C,81.0,,2693.0,15.8,0.581,0.485,15.0,14.2,5.4,0.9,6.3,0.112,,1972,False
45.0,Rudy Tomjanovich,23.0,HOU,PF,78.0,,2689.0,16.6,0.526,0.236,15.5,6.0,3.8,4.6,8.4,0.15,,1972,False
46.0,Clyde Lee,27.0,GSW,PF,78.0,,2674.0,12.3,0.492,0.408,18.9,4.0,1.0,5.1,6.1,0.11,,1972,False
47.0,Curtis Rowe,22.0,DET,PF,82.0,,2661.0,12.3,0.501,0.358,12.5,5.0,1.8,0.4,2.3,0.041,ROY-5,1972,False
48.0,Tom Van Arsdale,28.0,CIN,SF,73.0,,2598.0,14.7,0.507,0.329,6.7,11.6,3.3,0.7,4.0,0.073,AS,1972,False
49.0,Chet Walker,31.0,CHI,SF,78.0,,2588.0,21.8,0.583,0.464,8.7,10.5,10.0,4.5,14.5,0.268,,1972,False
50.0,Calvin Murphy,23.0,HOU,PG,82.0,,2538.0,18.1,0.522,0.312,4.6,22.6,4.8,3.5,8.3,0.157,,1972,False
51.0,Dick Snyder,27.0,SEA,SG,73.0,,2534.0,15.8,0.576,0.276,4.3,16.4,6.7,1.3,8.0,0.152,,1972,False
52.0,Phil Chenier,21.0,BAL,SG,81.0,,2481.0,10.9,0.457,0.252,5.1,11.5,-0.5,1.9,1.4,0.027,,1972,False
53.0,Clem Haskins,28.0,PHO,PG,79.0,,2453.0,15.4,0.53,0.245,5.3,16.9,4.3,2.6,6.8,0.133,,1972,False
54.0,Bob Weiss,29.0,CHI,PG,82.0,,2450.0,12.4,0.492,0.305,3.3,20.6,1.7,3.9,5.6,0.11,,1972,False
55.0,Rick Adelman,25.0,POR,PG,80.0,,2445.0,11.5,0.481,0.267,4.4,22.8,1.0,0.5,1.6,0.03,,1972,False
56.0,Butch Beard,24.0,CLE,PG,68.0,,2434.0,15.7,0.524,0.403,5.5,26.3,3.7,2.2,5.9,0.115,AS,1972,False
57.0,Norm Van Lier,24.0,2TM,PG,79.0,,2415.0,16.0,0.507,0.394,7.1,29.8,2.6,5.1,7.7,0.152,DEF2,1972,False
57.0,Norm Van Lier,24.0,CIN,PG,10.0,,275.0,9.9,0.366,0.244,10.5,24.1,-0.5,0.1,-0.4,-0.07,,1972,False
57.0,Norm Van Lier,24.0,CHI,PG,69.0,,2140.0,16.8,0.524,0.414,6.7,30.5,3.1,4.9,8.1,0.181,,1972,False
58.0,Hal Greer,35.0,PHI,PG,81.0,52.0,2410.0,12.0,0.495,0.27,5.1,17.7,1.7,1.8,3.5,0.07,,1972,False
59.0,Oscar Robertson,33.0,MIL,PG,64.0,,2390.0,18.9,0.54,0.372,6.5,26.1,4.7,3.6,8.3,0.167,"MVP-15,AS",1972,False
60.0,Walt Hazzard,29.0,BUF,PG,72.0,,2389.0,15.9,0.503,0.304,4.3,25.3,2.7,0.6,3.3,0.067,,1972,False
61.0,Gary Gregor,26.0,POR,SF,82.0,,2371.0,12.7,0.48,0.171,11.7,11.2,0.8,0.6,1.4,0.029,,1972,False
62.0,Herm Gilliam,25.0,ATL,PG,82.0,,2337.0,13.1,0.491,0.224,7.0,22.0,1.5,1.5,2.9,0.061,,1972,False
63.0,Lucius Allen,24.0,MIL,PG,80.0,,2316.0,15.9,0.547,0.296,5.3,18.6,4.8,2.8,7.6,0.157,,1972,False
64.0,Pete Maravich,24.0,ATL,SG,66.0,,2302.0,17.5,0.502,0.407,5.4,25.0,2.9,1.4,4.2,0.088,MVP-21,1972,False
65.0,Don Chaney,25.0,BOS,SG,79.0,,2275.0,12.5,0.525,0.324,7.9,11.0,3.0,3.3,6.3,0.132,DEF2,1972,False
66.0,Dick Barnett,35.0,NYK,SG,79.0,,2256.0,10.9,0.476,0.234,3.3,12.3,0.7,1.9,2.6,0.055,,1972,False
67.0,Greg Smith,25.0,2TM,SF,82.0,,2256.0,11.6,0.489,0.25,9.9,12.5,1.1,3.4,4.5,0.096,,1972,False
67.0,Greg Smith,25.0,MIL,SF,28.0,,737.0,11.7,0.526,0.293,10.6,10.3,0.8,1.0,1.8,0.118,,1972,False
67.0,Greg Smith,25.0,HOU,SF,54.0,,1519.0,11.6,0.474,0.233,9.6,13.6,0.3,2.3,2.7,0.085,,1972,False
68.0,Bob Rule,27.0,2TM,C,76.0,53.0,2230.0,14.3,0.476,0.317,10.9,7.5,0.6,1.8,2.4,0.052,,1972,False
68.0,Bob Rule,27.0,SEA,C,16.0,,243.0,9.0,0.395,0.347,10.8,3.6,-0.6,0.1,-0.4,-0.087,,1972,False
68.0,Bob Rule,27.0,PHI,C,60.0,53.0,1987.0,14.9,0.487,0.313,10.9,8.0,1.2,1.6,2.9,0.069,,1972,False
69.0,Fred Carter,26.0,2TM,SG,79.0,50.0,2215.0,12.5,0.468,0.288,6.7,13.5,0.2,1.6,1.8,0.04,MVP-25,1972,False
69.0,Fred Carter,26.0,BAL,SG,2.0,,68.0,6.0,0.242,0.333,13.2,22.2,-0.4,0.1,-0.3,-0.206,,1972,False
69.0,Fred Carter,26.0,PHI,SG,77.0,50.0,2147.0,12.7,0.474,0.287,6.5,13.3,0.6,1.5,2.1,0.048,,1972,False
70.0,Jon McGlocklin,28.0,MIL,SG,80.0,,2213.0,12.7,0.543,0.172,4.0,13.1,3.6,2.2,5.8,0.126,,1972,False
71.0,Rick Roberson,24.0,CLE,PF,63.0,,2207.0,13.6,0.485,0.532,17.6,6.7,0.9,2.5,3.5,0.075,,1972,False
72.0,Jim Barnett,27.0,GSW,PG,80.0,,2200.0,14.1,0.475,0.319,5.1,19.7,0.8,2.9,3.7,0.081,,1972,False
73.0,Walt Wesley,27.0,CLE,C,82.0,,2185.0,13.2,0.45,0.289,15.8,5.1,-1.1,2.3,1.2,0.026,,1972,False
74.0,Jim Fox,28.0,2TM,C,81.0,,2180.0,14.4,0.509,0.377,16.2,5.6,2.2,1.2,3.4,0.075,,1972,False
74.0,Jim Fox,28.0,CHI,C,10.0,,133.0,14.7,0.459,0.528,19.4,6.1,0.0,0.4,0.3,0.119,,1972,False
74.0,Jim Fox,28.0,CIN,C,71.0,,2047.0,14.4,0.513,0.366,16.0,5.5,2.2,0.8,3.1,0.072,,1972,False
75.0,Nate Williams,21.0,CIN,SG,81.0,,2173.0,11.2,0.461,0.178,8.5,11.8,-0.2,0.7,0.4,0.009,,1972,False
76.0,Geoff Petrie,23.0,POR,SG,60.0,,2155.0,13.0,0.461,0.23,2.9,17.5,-0.2,0.4,0.1,0.003,,1972,False
77.0,Neal Walk,23.0,PHO,C,81.0,,2142.0,18.4,0.525,0.325,14.9,10.5,3.9,3.2,7.1,0.159,,1972,False
78.0,Randy Smith,23.0,BUF,SF,76.0,,2094.0,15.5,0.507,0.283,8.5,13.8,2.5,0.5,3.0,0.069,,1972,False
79.0,Don Nelson,31.0,BOS,PF,82.0,,2086.0,17.7,0.561,0.557,9.9,11.8,5.4,3.4,8.8,0.202,,1972,False
80.0,Howard Komives,30.0,DET,PG,79.0,,2071.0,9.6,0.435,0.289,3.9,18.7,-1.1,0.3,-0.8,-0.019,,1972,False
81.0,Don Adams,24.0,2TM,SF,73.0,,2071.0,11.5,0.452,0.345,11.8,9.2,-0.7,1.3,0.7,0.015,,1972,False
81.0,Don Adams,24.0,HOU,SF,3.0,,41.0,4.5,0.327,0.105,8.8,9.6,-0.2,0.1,-0.1,-0.116,,1972,False
81.0,Don Adams,24.0,ATL,SF,70.0,,2030.0,11.6,0.455,0.35,11.9,9.2,-0.5,1.3,0.8,0.018,,1972,False
82.0,Terry Dischinger,31.0,DET,SF,79.0,,2062.0,10.9,0.563,0.348,7.8,6.1,3.6,0.3,3.9,0.09,,1972,False
83.0,Lee Winfield,24.0,SEA,PG,81.0,,2040.0,14.3,0.533,0.379,5.1,20.1,3.3,1.2,4.5,0.106,,1972,False
84.0,Dave Stallworth,30.0,2TM,SF,78.0,,2040.0,12.9,0.479,0.242,10.0,10.8,0.7,2.1,2.8,0.066,,1972,False
84.0,Dave Stallworth,30.0,NYK,SF,14.0,,225.0,12.1,0.459,0.398,7.6,15.0,0.0,0.3,0.2,0.053,,1972,False
84.0,Dave Stallworth,30.0,BAL,SF,64.0,,1815.0,13.0,0.481,0.222,10.3,10.2,0.7,1.8,2.5,0.067,,1972,False
85.0,Stan McKenzie,27.0,POR,SF,82.0,,2036.0,16.0,0.567,0.454,6.3,10.8,5.7,0.4,6.1,0.143,,1972,False
86.0,Tom Boerwinkle,26.0,CHI,C,80.0,,2022.0,15.9,0.48,0.36,21.1,17.7,0.7,6.7,7.4,0.175,,1972,False
87.0,Matt Guokas,27.0,CIN,SG,61.0,,1975.0,9.9,0.529,0.216,3.6,21.0,1.8,0.6,2.3,0.057,,1972,False
88.0,Dave Bing,28.0,DET,PG,45.0,,1936.0,16.2,0.485,0.397,4.6,23.8,1.4,0.3,1.7,0.042,,1972,False
89.0,Ron Williams,27.0,GSW,PG,80.0,,1932.0,13.9,0.542,0.381,3.4,21.8,3.4,2.4,5.8,0.145,,1972,False
90.0,Johnny Green,38.0,CIN,PF,82.0,,1914.0,15.6,0.58,0.43,14.5,9.0,4.5,0.8,5.3,0.132,,1972,False
91.0,Dick Garrett,25.0,BUF,SG,73.0,,1905.0,11.8,0.489,0.214,5.7,12.6,1.2,0.4,1.6,0.039,,1972,False
92.0,Clifford Ray,23.0,CHI,C,82.0,,1872.0,17.3,0.534,0.49,22.1,17.5,2.3,6.3,8.7,0.222,ROY-4,1972,False
93.0,Don Kojis,33.0,SEA,SF,73.0,,1857.0,13.4,0.526,0.345,8.6,6.3,2.7,1.0,3.7,0.096,,1972,False
94.0,Mo Layton,23.0,PHO,PG,80.0,,1849.0,10.6,0.462,0.23,4.2,18.0,0.0,1.9,1.9,0.049,,1972,False
95.0,Curtis Perry,23.0,2TM,C,75.0,,1826.0,8.5,0.407,0.245,15.5,6.4,-1.8,3.0,1.3,0.033,,1972,False
95.0,Curtis Perry,23.0,HOU,C,25.0,,355.0,7.9,0.35,0.209,15.5,7.7,-0.8,0.6,-0.2,-0.022,,1972,False
95.0,Curtis Perry,23.0,MIL,C,50.0,,1471.0,8.7,0.424,0.256,15.5,6.1,-1.0,2.4,1.4,0.047,,1972,False
96.0,Cliff Meely,24.0,HOU,PF,77.0,,1815.0,12.1,0.442,0.254,12.6,8.9,-1.1,2.9,1.8,0.048,,1972,False
97.0,Zaid Abdul-Aziz,25.0,SEA,C,58.0,,1780.0,15.9,0.472,0.285,17.5,10.0,0.3,1.6,1.9,0.052,,1972,False
98.0,Kevin Loughery,31.0,2TM,SG,76.0,29.0,1771.0,14.0,0.497,0.396,4.7,15.5,1.7,1.2,2.9,0.08,,1972,False
98.0,Kevin Loughery,31.0,BAL,SG,2.0,,42.0,7.0,0.317,0.471,5.6,24.2,-0.2,0.0,-0.1,-0.141,,1972,False
98.0,Kevin Loughery,31.0,PHI,SG,74.0,29.0,1729.0,14.2,0.501,0.394,4.7,15.3,1.9,1.2,3.1,0.085,,1972,False
99.0,Fred Foster,25.0,PHI,SF,74.0,14.0,1699.0,12.2,0.466,0.29,7.3,7.6,0.0,1.1,1.1,0.031,,1972,False
100.0,Tom Sanders,33.0,BOS,SF,82.0,,1631.0,8.9,0.463,0.26,9.9,7.2,-0.1,2.4,2.4,0.07,,1972,False
101.0,Dave Wohl,22.0,PHI,PG,79.0,32.0,1628.0,11.1,0.488,0.363,4.2,18.6,1.0,1.2,2.1,0.063,,1972,False
102.0,Otto Moore,25.0,PHO,C,81.0,,1624.0,12.1,0.461,0.261,15.9,7.3,-0.2,2.4,2.3,0.067,,1972,False
103.0,Austin Carr,23.0,CLE,SG,43.0,,1539.0,14.5,0.465,0.219,4.7,15.3,0.0,1.0,1.0,0.03,ROY-3,1972,False
104.0,John Block,27.0,MIL,PF,79.0,,1524.0,14.3,0.516,0.519,13.0,7.7,1.9,2.2,4.2,0.131,,1972,False
105.0,Gar Heard,23.0,SEA,PF,58.0,,1499.0,10.1,0.433,0.27,14.0,4.9,-1.0,1.1,0.1,0.003,,1972,False
106.0,Mike Newlin,23.0,HOU,SG,82.0,,1495.0,10.6,0.455,0.233,6.9,12.2,-0.3,1.9,1.6,0.05,ROY-6,1972,False
107.0,Joe Ellis,27.0,GSW,SF,78.0,,1462.0,12.3,0.443,0.194,11.9,9.6,-1.0,2.2,1.3,0.042,,1972,False
108.0,Barry Clemens,28.0,SEA,SF,82.0,,1447.0,12.4,0.554,0.186,9.5,6.3,2.6,0.8,3.5,0.115,,1972,False
109.0,John Mengelt,22.0,CIN,SG,78.0,,1438.0,15.8,0.546,0.417,5.1,15.1,3.3,0.4,3.7,0.124,,1972,False
110.0,Pete Cross,23.0,SEA,C,74.0,,1424.0,12.2,0.488,0.394,17.0,5.8,0.6,1.2,1.8,0.06,,1972,False
111.0,Mike Riordan,26.0,2TM,SF,58.0,,1377.0,11.6,0.497,0.248,4.4,12.8,1.1,1.0,2.1,0.072,,1972,False
111.0,Mike Riordan,26.0,NYK,SF,4.0,,33.0,3.2,0.35,0.091,1.5,7.9,-0.1,0.0,-0.1,-0.083,,1972,False
111.0,Mike Riordan,26.0,BAL,SF,54.0,,1344.0,11.8,0.5,0.252,4.4,13.0,1.1,1.0,2.1,0.076,,1972,False
112.0,Fred Hilton,24.0,BUF,SG,61.0,,1349.0,11.4,0.417,0.153,5.6,13.6,-2.4,0.3,-2.1,-0.075,,1972,False
113.0,Earl Monroe,27.0,2TM,SG,63.0,,1337.0,14.9,0.492,0.338,3.7,15.8,1.3,1.2,2.5,0.089,,1972,False
113.0,Earl Monroe,27.0,BAL,PG,3.0,,103.0,14.7,0.452,0.281,3.7,15.4,-0.1,0.1,0.0,0.009,,1972,False
113.0,Earl Monroe,27.0,NYK,SG,60.0,,1234.0,14.9,0.497,0.344,3.7,15.8,1.3,1.1,2.4,0.095,,1972,False
114.0,Stan Love,22.0,BAL,PF,74.0,,1327.0,12.8,0.491,0.261,12.0,5.6,0.9,1.3,2.2,0.079,,1972,False
115.0,Art Williams,32.0,BOS,PG,81.0,,1326.0,14.7,0.526,0.351,8.8,29.1,1.6,2.8,4.4,0.159,,1972,False
116.0,Larry Steele,22.0,POR,SG,72.0,,1311.0,10.9,0.522,0.315,10.1,16.1,1.2,0.4,1.6,0.057,,1972,False
117.0,Don May,26.0,ATL,SF,75.0,,1285.0,13.6,0.542,0.345,8.2,6.1,2.3,0.6,2.9,0.11,,1972,False
118.0,Phil Jackson,26.0,NYK,PF,80.0,,1273.0,13.7,0.509,0.489,12.6,7.8,1.5,1.7,3.2,0.121,,1972,False
119.0,Willie Norwood,24.0,DET,SF,78.0,,1272.0,13.4,0.546,0.489,11.8,4.8,2.4,0.2,2.6,0.097,,1972,False
120.0,Cornell Warner,23.0,BUF,PF,62.0,,1239.0,11.8,0.477,0.213,14.8,6.0,0.3,0.4,0.6,0.025,,1972,False
121.0,Charlie Yelverton,23.0,POR,SG,69.0,,1227.0,10.3,0.445,0.355,7.7,9.3,-0.7,0.3,-0.5,-0.018,,1972,False
122.0,John Tresvant,32.0,BAL,PF,65.0,,1227.0,13.0,0.523,0.411,12.4,9.0,1.5,1.3,2.8,0.11,,1972,False
123.0,Em Bryant,33.0,BUF,PG,54.0,,1223.0,9.7,0.504,0.568,5.0,21.6,0.8,0.3,1.1,0.044,,1972,False
124.0,Bill Hewitt,27.0,DET,PF,68.0,,1203.0,10.5,0.484,0.296,14.6,7.7,0.4,0.2,0.6,0.023,,1972,False
125.0,John Hummer,23.0,BUF,PF,55.0,,1186.0,6.4,0.412,0.428,9.4,7.9,-1.0,0.3,-0.8,-0.031,,1972,False
126.0,Dean Meminger,23.0,NYK,SG,78.0,,1173.0,10.3,0.503,0.478,7.7,11.4,0.8,1.3,2.2,0.089,,1972,False
127.0,Dave Sorenson,23.0,CLE,PF,76.0,,1162.0,14.6,0.497,0.286,12.6,10.1,1.0,1.1,2.1,0.086,,1972,False
128.0,Charlie Davis,22.0,CLE,SG,61.0,,1144.0,12.3,0.466,0.297,3.9,15.9,0.1,0.7,0.8,0.034,,1972,False
129.0,Steve Kuberski,24.0,BOS,PF,71.0,,1128.0,11.4,0.46,0.23,13.0,5.1,-0.2,1.9,1.7,0.073,,1972,False
130.0,Luke Jackson,30.0,PHI,PF,63.0,22.0,1083.0,11.1,0.452,0.384,12.9,10.4,-0.2,1.0,0.8,0.036,,1972,False
131.0,Leroy Ellis,31.0,LAL,C,74.0,,1081.0,10.9,0.5,0.317,12.7,4.9,0.6,1.6,2.3,0.102,,1972,False
132.0,Mike Davis,25.0,BUF,SG,62.0,,1068.0,13.5,0.486,0.359,5.5,11.6,0.7,0.2,0.9,0.042,,1972,False
133.0,Wali Jones,29.0,MIL,PG,48.0,,1030.0,10.1,0.46,0.254,3.5,16.6,0.0,1.1,1.1,0.05,,1972,False
134.0,Jim King,30.0,CHI,SG,73.0,,1014.0,11.7,0.509,0.317,3.8,13.6,1.1,1.4,2.5,0.117,,1972,False
135.0,Flynn Robinson,30.0,LAL,SG,64.0,,1007.0,17.7,0.537,0.241,5.1,18.7,2.3,1.3,3.6,0.172,,1972,False
136.0,Lamar Green,24.0,PHO,PF,67.0,,991.0,12.1,0.492,0.302,16.8,5.9,0.5,1.5,2.0,0.097,,1972,False
137.0,Jim Davis,30.0,3TM,C,75.0,,983.0,12.5,0.486,0.456,13.3,7.1,0.5,0.4,0.9,0.044,,1972,False
137.0,Jim Davis,30.0,ATL,C,11.0,,119.0,6.2,0.318,0.545,14.8,8.2,-0.3,0.1,-0.3,-0.101,,1972,False
137.0,Jim Davis,30.0,HOU,C,12.0,,180.0,9.6,0.438,0.704,11.0,3.4,-0.1,0.2,0.1,0.035,,1972,False
137.0,Jim Davis,30.0,DET,C,52.0,,684.0,14.3,0.52,0.39,13.6,7.9,0.9,0.1,1.0,0.072,,1972,False
138.0,Toby Kimball,29.0,MIL,PF,74.0,,971.0,10.7,0.487,0.354,15.5,7.2,0.4,1.6,2.0,0.097,,1972,False
139.0,John Warren,24.0,CLE,SG,68.0,,969.0,9.9,0.455,0.168,6.7,12.9,-0.2,0.7,0.5,0.026,,1972,False
140.0,Bobby Washington,24.0,CLE,PG,69.0,,967.0,13.9,0.479,0.414,6.5,30.8,0.5,1.0,1.5,0.073,,1972,False
141.0,Pat Riley,26.0,LAL,SG,67.0,,926.0,11.8,0.474,0.168,6.1,10.4,0.2,1.1,1.3,0.067,,1972,False
142.0,Mel Counts,30.0,PHO,C,76.0,,906.0,13.8,0.487,0.407,13.6,14.3,0.5,1.4,1.9,0.101,,1972,False
143.0,George Trapp,23.0,ATL,PF,60.0,,890.0,10.2,0.437,0.358,10.0,8.0,-0.7,0.5,-0.2,-0.012,,1972,False
144.0,Dennis Awtrey,23.0,PHI,C,58.0,7.0,794.0,10.3,0.48,0.342,14.1,8.2,0.2,0.8,1.0,0.06,,1972,False
145.0,Steve Patterson,23.0,CLE,C,65.0,,775.0,8.4,0.372,0.175,14.3,9.2,-1.5,0.8,-0.7,-0.042,,1972,False
146.0,John Trapp,26.0,LAL,SF,58.0,,759.0,11.0,0.475,0.232,10.5,6.8,0.2,1.1,1.2,0.078,,1972,False
147.0,Dick Gibbs,23.0,HOU,SF,64.0,,757.0,6.9,0.4,0.249,8.4,8.5,-1.1,1.0,-0.1,-0.006,,1972,False
148.0,Hank Finkel,29.0,BOS,C,78.0,,736.0,11.1,0.434,0.291,15.6,10.0,-0.5,1.5,1.0,0.068,,1972,False
