team,season,reached_playoffs,reached_conf_finals,champion
AND,1974,0,0,0
SYR,1974,0,0,0
PHW,1974,0,0,0
BLB,1974,0,0,0
STL,1974,0,0,0
CIN,1974,0,0,0
SFW,1974,0,0,0
PHI,1974,0,0,0
BAL,1974,0,0,0
ATL,1974,0,0,0
SDR,1974,0,0,0
PHO,1974,0,0,0
GSW,1974,0,0,0
SEA,1974,0,0,0
WSB,1974,0,0,0
KCO,1974,0,0,0
HOU,1974,0,0,0
CLE,1974,0,0,0
SAS,1974,0,0,0
POR,1974,0,0,0
DEN,1974,0,0,0
KCK,1974,0,0,0
NJN,1974,0,0,0
IND,1974,0,0,0
DAL,1974,0,0,0
UTA,1974,0,0,0
SAC,1974,0,0,0
MIA,1974,0,0,0
LAC,1974,0,0,0
CHH,1974,0,0,0
ORL,1974,0,0,0
MIN,1974,0,0,0
TOR,1974,0,0,0
NOH,1974,0,0,0
MEM,1974,0,0,0
WAS,1974,0,0,0
OKC,1974,0,0,0
CHA,1974,0,0,0
BRK,1974,0,0,0
NOP,1974,0,0,0
CHO,1974,0,0,0
WSC,1975,0,0,0
INO,1975,0,0,0
FTW,1975,0,0,0
MNL,1975,0,0,0
CHS,1975,0,0,0
ROC,1975,0,0,0
SHE,1975,0,0,0
TRI,1975,0,0,0
AND,1975,0,0,0
SYR,1975,0,0,0
PHW,1975,0,0,0
BLB,1975,0,0,0
STL,1975,0,0,0
CIN,1975,0,0,0
LAL,1975,0,0,0
SFW,1975,0,0,0
PHI,1975,0,0,0
BAL,1975,0,0,0
ATL,1975,0,0,0
SDR,1975,0,0,0
MIL,1975,0,0,0
PHO,1975,0,0,0
CAP,1975,0,0,0
CLE,1975,0,0,0
SAS,1975,0,0,0
POR,1975,0,0,0
DEN,1975,0,0,0
KCK,1975,0,0,0
NJN,1975,0,0,0
IND,1975,0,0,0
DAL,1975,0,0,0
UTA,1975,0,0,0
SAC,1975,0,0,0
MIA,1975,0,0,0
LAC,1975,0,0,0
CHH,1975,0,0,0
ORL,1975,0,0,0
MIN,1975,0,0,0
TOR,1975,0,0,0
NOH,1975,0,0,0
MEM,1975,0,0,0
WAS,1975,0,0,0
OKC,1975,0,0,0
CHA,1975,0,0,0
BRK,1975,0,0,0
NOP,1975,0,0,0
CHO,1975,0,0,0
WSC,1976,0,0,0
INO,1976,0,0,0
FTW,1976,0,0,0
MNL,1976,0,0,0
CHS,1976,0,0,0
ROC,1976,0,0,0
SHE,1976,0,0,0
TRI,1976,0,0,0
AND,1976,0,0,0
SYR,1976,0,0,0
NYK,1976,0,0,0
PHW,1976,0,0,0
BLB,1976,0,0,0
STL,1976,0,0,0
CIN,1976,0,0,0
LAL,1976,0,0,0
SFW,1976,0,0,0
BAL,1976,0,0,0
CHI,1976,0,0,0
ATL,1976,0,0,0
SDR,1976,0,0,0
CAP,1976,0,0,0
KCO,1976,0,0,0
HOU,1976,0,0,0
SAS,1976,0,0,0
POR,1976,0,0,0
DEN,1976,0,0,0
KCK,1976,0,0,0
NJN,1976,0,0,0
IND,1976,0,0,0
DAL,1976,0,0,0
UTA,1976,0,0,0
SAC,1976,0,0,0
MIA,1976,0,0,0
LAC,1976,0,0,0
CHH,1976,0,0,0
ORL,1976,0,0,0
MIN,1976,0,0,0
TOR,1976,0,0,0
NOH,1976,0,0,0
MEM,1976,0,0,0
WAS,1976,0,0,0
OKC,1976,0,0,0
CHA,1976,0,0,0
BRK,1976,0,0,0
NOP,1976,0,0,0
CHO,1976,0,0,0
WSC,1977,0,0,0
INO,1977,0,0,0
FTW,1977,0,0,0
MNL,1977,0,0,0
CHS,1977,0,0,0
ROC,1977,0,0,0
SHE,1977,0,0,0
TRI,1977,0,0,0
AND,1977,0,0,0
SYR,1977,0,0,0
NYK,1977,0,0,0
PHW,1977,0,0,0
BLB,1977,0,0,0
STL,1977,0,0,0
CIN,1977,0,0,0
SFW,1977,0,0,0
BAL,1977,0,0,0
ATL,1977,0,0,0
SDR,1977,0,0,0
MIL,1977,0,0,0
PHO,1977,0,0,0
CAP,1977,0,0,0
BUF,1977,0,0,0
SEA,1977,0,0,0
KCO,1977,0,0,0
KCK,1977,0,0,0
NJN,1977,0,0,0
IND,1977,0,0,0
DAL,1977,0,0,0
UTA,1977,0,0,0
SAC,1977,0,0,0
MIA,1977,0,0,0
LAC,1977,0,0,0
CHH,1977,0,0,0
ORL,1977,0,0,0
MIN,1977,0,0,0
TOR,1977,0,0,0
NOH,1977,0,0,0
MEM,1977,0,0,0
WAS,1977,0,0,0
OKC,1977,0,0,0
CHA,1977,0,0,0
BRK,1977,0,0,0
NOP,1977,0,0,0
CHO,1977,0,0,0
WSC,1978,0,0,0
INO,1978,0,0,0
FTW,1978,0,0,0
MNL,1978,0,0,0
CHS,1978,0,0,0
ROC,1978,0,0,0
SHE,1978,0,0,0
TRI,1978,0,0,0
AND,1978,0,0,0
SYR,1978,0,0,0
PHW,1978,0,0,0
BOS,1978,0,0,0
BLB,1978,0,0,0
STL,1978,0,0,0
CIN,1978,0,0,0
DET,1978,0,0,0
SFW,1978,0,0,0
BAL,1978,0,0,0
CHI,1978,0,0,0
SDR,1978,0,0,0
GSW,1978,0,0,0
CAP,1978,0,0,0
BUF,1978,0,0,0
KCO,1978,0,0,0
HOU,1978,0,0,0
KCK,1978,0,0,0
NJN,1978,0,0,0
IND,1978,0,0,0
DAL,1978,0,0,0
UTA,1978,0,0,0
SAC,1978,0,0,0
MIA,1978,0,0,0
LAC,1978,0,0,0
CHH,1978,0,0,0
ORL,1978,0,0,0
MIN,1978,0,0,0
TOR,1978,0,0,0
NOH,1978,0,0,0
MEM,1978,0,0,0
WAS,1978,0,0,0
OKC,1978,0,0,0
CHA,1978,0,0,0
BRK,1978,0,0,0
NOP,1978,0,0,0
CHO,1978,0,0,0
WSC,1979,0,0,0
INO,1979,0,0,0
FTW,1979,0,0,0
MNL,1979,0,0,0
CHS,1979,0,0,0
ROC,1979,0,0,0
SHE,1979,0,0,0
TRI,1979,0,0,0
AND,1979,0,0,0
SYR,1979,0,0,0
NYK,1979,0,0,0
PHW,1979,0,0,0
BOS,1979,0,0,0
BLB,1979,0,0,0
STL,1979,0,0,0
CIN,1979,0,0,0
DET,1979,0,0,0
SFW,1979,0,0,0
BAL,1979,0,0,0
CHI,1979,0,0,0
SDR,1979,0,0,0
MIL,1979,0,0,0
GSW,1979,0,0,0
CAP,1979,0,0,0
BUF,1979,0,0,0
KCO,1979,0,0,0
CLE,1979,0,0,0
IND,1979,0,0,0
DAL,1979,0,0,0
UTA,1979,0,0,0
SAC,1979,0,0,0
MIA,1979,0,0,0
LAC,1979,0,0,0
CHH,1979,0,0,0
ORL,1979,0,0,0
MIN,1979,0,0,0
TOR,1979,0,0,0
NOH,1979,0,0,0
MEM,1979,0,0,0
WAS,1979,0,0,0
OKC,1979,0,0,0
CHA,1979,0,0,0
BRK,1979,0,0,0
NOP,1979,0,0,0
CHO,1979,0,0,0
WSC,1980,0,0,0
INO,1980,0,0,0
FTW,1980,0,0,0
MNL,1980,0,0,0
CHS,1980,0,0,0
ROC,1980,0,0,0
SHE,1980,0,0,0
TRI,1980,0,0,0
AND,1980,0,0,0
SYR,1980,0,0,0
NYK,1980,0,0,0
PHW,1980,0,0,0
BLB,1980,0,0,0
STL,1980,0,0,0
CIN,1980,0,0,0
DET,1980,0,0,0
SFW,1980,0,0,0
BAL,1980,0,0,0
CHI,1980,0,0,0
SDR,1980,0,0,0
GSW,1980,0,0,0
CAP,1980,0,0,0
BUF,1980,0,0,0
KCO,1980,0,0,0
CLE,1980,0,0,0
DEN,1980,0,0,0
NJN,1980,0,0,0
IND,1980,0,0,0
DAL,1980,0,0,0
UTA,1980,0,0,0
SAC,1980,0,0,0
MIA,1980,0,0,0
LAC,1980,0,0,0
CHH,1980,0,0,0
ORL,1980,0,0,0
MIN,1980,0,0,0
TOR,1980,0,0,0
NOH,1980,0,0,0
MEM,1980,0,0,0
WAS,1980,0,0,0
OKC,1980,0,0,0
CHA,1980,0,0,0
BRK,1980,0,0,0
NOP,1980,0,0,0
CHO,1980,0,0,0
WSC,1981,0,0,0
INO,1981,0,0,0
FTW,1981,0,0,0
MNL,1981,0,0,0
CHS,1981,0,0,0
ROC,1981,0,0,0
SHE,1981,0,0,0
TRI,1981,0,0,0
AND,1981,0,0,0
SYR,1981,0,0,0
PHW,1981,0,0,0
BLB,1981,0,0,0
STL,1981,0,0,0
CIN,1981,0,0,0
DET,1981,0,0,0
SFW,1981,0,0,0
BAL,1981,0,0,0
ATL,1981,0,0,0
SDR,1981,0,0,0
GSW,1981,0,0,0
CAP,1981,0,0,0
BUF,1981,0,0,0
SEA,1981,0,0,0
WSB,1981,0,0,0
KCO,1981,0,0,0
CLE,1981,0,0,0
DEN,1981,0,0,0
NJN,1981,0,0,0
DAL,1981,0,0,0
UTA,1981,0,0,0
SAC,1981,0,0,0
MIA,1981,0,0,0
LAC,1981,0,0,0
CHH,1981,0,0,0
ORL,1981,0,0,0
MIN,1981,0,0,0
TOR,1981,0,0,0
NOH,1981,0,0,0
MEM,1981,0,0,0
WAS,1981,0,0,0
OKC,1981,0,0,0
CHA,1981,0,0,0
BRK,1981,0,0,0
NOP,1981,0,0,0
CHO,1981,0,0,0
WSC,1982,0,0,0
INO,1982,0,0,0
FTW,1982,0,0,0
MNL,1982,0,0,0
CHS,1982,0,0,0
ROC,1982,0,0,0
SHE,1982,0,0,0
TRI,1982,0,0,0
AND,1982,0,0,0
SYR,1982,0,0,0
NYK,1982,0,0,0
PHW,1982,0,0,0
BLB,1982,0,0,0
STL,1982,0,0,0
CIN,1982,0,0,0
DET,1982,0,0,0
SFW,1982,0,0,0
BAL,1982,0,0,0
CHI,1982,0,0,0
SDR,1982,0,0,0
GSW,1982,0,0,0
CAP,1982,0,0,0
BUF,1982,0,0,0
KCO,1982,0,0,0
CLE,1982,0,0,0
POR,1982,0,0,0
KCK,1982,0,0,0
IND,1982,0,0,0
DAL,1982,0,0,0
UTA,1982,0,0,0
SAC,1982,0,0,0
MIA,1982,0,0,0
LAC,1982,0,0,0
CHH,1982,0,0,0
ORL,1982,0,0,0
MIN,1982,0,0,0
TOR,1982,0,0,0
NOH,1982,0,0,0
MEM,1982,0,0,0
WAS,1982,0,0,0
OKC,1982,0,0,0
CHA,1982,0,0,0
BRK,1982,0,0,0
NOP,1982,0,0,0
CHO,1982,0,0,0
WSC,1983,0,0,0
INO,1983,0,0,0
FTW,1983,0,0,0
MNL,1983,0,0,0
CHS,1983,0,0,0
ROC,1983,0,0,0
SHE,1983,0,0,0
TRI,1983,0,0,0
AND,1983,0,0,0
SYR,1983,0,0,0
PHW,1983,0,0,0
BLB,1983,0,0,0
STL,1983,0,0,0
CIN,1983,0,0,0
DET,1983,0,0,0
SFW,1983,0,0,0
BAL,1983,0,0,0
CHI,1983,0,0,0
SDR,1983,0,0,0
GSW,1983,0,0,0
CAP,1983,0,0,0
BUF,1983,0,0,0
WSB,1983,0,0,0
KCO,1983,0,0,0
HOU,1983,0,0,0
CLE,1983,0,0,0
KCK,1983,0,0,0
IND,1983,0,0,0
DAL,1983,0,0,0
UTA,1983,0,0,0
SAC,1983,0,0,0
MIA,1983,0,0,0
LAC,1983,0,0,0
CHH,1983,0,0,0
ORL,1983,0,0,0
MIN,1983,0,0,0
TOR,1983,0,0,0
NOH,1983,0,0,0
MEM,1983,0,0,0
WAS,1983,0,0,0
OKC,1983,0,0,0
CHA,1983,0,0,0
BRK,1983,0,0,0
NOP,1983,0,0,0
CHO,1983,0,0,0
WSC,1984,0,0,0
INO,1984,0,0,0
FTW,1984,0,0,0
MNL,1984,0,0,0
CHS,1984,0,0,0
ROC,1984,0,0,0
SHE,1984,0,0,0
TRI,1984,0,0,0
AND,1984,0,0,0
SYR,1984,0,0,0
PHW,1984,0,0,0
BLB,1984,0,0,0
STL,1984,0,0,0
CIN,1984,0,0,0
SFW,1984,0,0,0
BAL,1984,0,0,0
CHI,1984,0,0,0
SDR,1984,0,0,0
GSW,1984,0,0,0
CAP,1984,0,0,0
BUF,1984,0,0,0
KCO,1984,0,0,0
HOU,1984,0,0,0
CLE,1984,0,0,0
SAS,1984,0,0,0
IND,1984,0,0,0
SAC,1984,0,0,0
MIA,1984,0,0,0
LAC,1984,0,0,0
CHH,1984,0,0,0
ORL,1984,0,0,0
MIN,1984,0,0,0
TOR,1984,0,0,0
NOH,1984,0,0,0
MEM,1984,0,0,0
WAS,1984,0,0,0
OKC,1984,0,0,0
CHA,1984,0,0,0
BRK,1984,0,0,0
NOP,1984,0,0,0
CHO,1984,0,0,0
WSC,1985,0,0,0
INO,1985,0,0,0
FTW,1985,0,0,0
MNL,1985,0,0,0
CHS,1985,0,0,0
ROC,1985,0,0,0
SHE,1985,0,0,0
TRI,1985,0,0,0
AND,1985,0,0,0
SYR,1985,0,0,0
NYK,1985,0,0,0
PHW,1985,0,0,0
BLB,1985,0,0,0
STL,1985,0,0,0
CIN,1985,0,0,0
SFW,1985,0,0,0
BAL,1985,0,0,0
ATL,1985,0,0,0
SDR,1985,0,0,0
GSW,1985,0,0,0
CAP,1985,0,0,0
BUF,1985,0,0,0
SEA,1985,0,0,0
KCO,1985,0,0,0
KCK,1985,0,0,0
IND,1985,0,0,0
SAC,1985,0,0,0
MIA,1985,0,0,0
LAC,1985,0,0,0
CHH,1985,0,0,0
ORL,1985,0,0,0
MIN,1985,0,0,0
TOR,1985,0,0,0
NOH,1985,0,0,0
MEM,1985,0,0,0
WAS,1985,0,0,0
OKC,1985,0,0,0
CHA,1985,0,0,0
BRK,1985,0,0,0
NOP,1985,0,0,0
CHO,1985,0,0,0
WSC,1986,0,0,0
INO,1986,0,0,0
FTW,1986,0,0,0
MNL,1986,0,0,0
CHS,1986,0,0,0
ROC,1986,0,0,0
SHE,1986,0,0,0
TRI,1986,0,0,0
AND,1986,0,0,0
SYR,1986,0,0,0
NYK,1986,0,0,0
PHW,1986,0,0,0
BLB,1986,0,0,0
STL,1986,0,0,0
CIN,1986,0,0,0
SFW,1986,0,0,0
BAL,1986,0,0,0
SDR,1986,0,0,0
PHO,1986,0,0,0
GSW,1986,0,0,0
CAP,1986,0,0,0
BUF,1986,0,0,0
SEA,1986,0,0,0
KCO,1986,0,0,0
CLE,1986,0,0,0
KCK,1986,0,0,0
IND,1986,0,0,0
MIA,1986,0,0,0
LAC,1986,0,0,0
CHH,1986,0,0,0
ORL,1986,0,0,0
MIN,1986,0,0,0
TOR,1986,0,0,0
NOH,1986,0,0,0
MEM,1986,0,0,0
WAS,1986,0,0,0
OKC,1986,0,0,0
CHA,1986,0,0,0
BRK,1986,0,0,0
NOP,1986,0,0,0
CHO,1986,0,0,0
WSC,1987,0,0,0
INO,1987,0,0,0
FTW,1987,0,0,0
MNL,1987,0,0,0
CHS,1987,0,0,0
ROC,1987,0,0,0
SHE,1987,0,0,0
TRI,1987,0,0,0
AND,1987,0,0,0
SYR,1987,0,0,0
NYK,1987,0,0,0
PHW,1987,0,0,0
BLB,1987,0,0,0
STL,1987,0,0,0
CIN,1987,0,0,0
SFW,1987,0,0,0
BAL,1987,0,0,0
SDR,1987,0,0,0
PHO,1987,0,0,0
CAP,1987,0,0,0
BUF,1987,0,0,0
KCO,1987,0,0,0
CLE,1987,0,0,0
SAS,1987,0,0,0
KCK,1987,0,0,0
NJN,1987,0,0,0
SAC,1987,0,0,0
MIA,1987,0,0,0
LAC,1987,0,0,0
CHH,1987,0,0,0
ORL,1987,0,0,0
MIN,1987,0,0,0
TOR,1987,0,0,0
NOH,1987,0,0,0
MEM,1987,0,0,0
WAS,1987,0,0,0
OKC,1987,0,0,0
CHA,1987,0,0,0
BRK,1987,0,0,0
NOP,1987,0,0,0
CHO,1987,0,0,0
WSC,1988,0,0,0
INO,1988,0,0,0
FTW,1988,0,0,0
MNL,1988,0,0,0
CHS,1988,0,0,0
ROC,1988,0,0,0
SHE,1988,0,0,0
TRI,1988,0,0,0
AND,1988,0,0,0
SYR,1988,0,0,0
PHW,1988,0,0,0
BLB,1988,0,0,0
STL,1988,0,0,0
CIN,1988,0,0,0
SFW,1988,0,0,0
PHI,1988,0,0,0
BAL,1988,0,0,0
SDR,1988,0,0,0
PHO,1988,0,0,0
GSW,1988,0,0,0
CAP,1988,0,0,0
BUF,1988,0,0,0
KCO,1988,0,0,0
KCK,1988,0,0,0
NJN,1988,0,0,0
IND,1988,0,0,0
SAC,1988,0,0,0
MIA,1988,0,0,0
LAC,1988,0,0,0
CHH,1988,0,0,0
ORL,1988,0,0,0
MIN,1988,0,0,0
TOR,1988,0,0,0
NOH,1988,0,0,0
MEM,1988,0,0,0
WAS,1988,0,0,0
OKC,1988,0,0,0
CHA,1988,0,0,0
BRK,1988,0,0,0
NOP,1988,0,0,0
CHO,1988,0,0,0
WSC,1989,0,0,0
INO,1989,0,0,0
FTW,1989,0,0,0
MNL,1989,0,0,0
CHS,1989,0,0,0
ROC,1989,0,0,0
SHE,1989,0,0,0
TRI,1989,0,0,0
AND,1989,0,0,0
SYR,1989,0,0,0
PHW,1989,0,0,0
BLB,1989,0,0,0
STL,1989,0,0,0
CIN,1989,0,0,0
SFW,1989,0,0,0
BAL,1989,0,0,0
SDR,1989,0,0,0
CAP,1989,0,0,0
BUF,1989,0,0,0
WSB,1989,0,0,0
KCO,1989,0,0,0
SAS,1989,0,0,0
KCK,1989,0,0,0
NJN,1989,0,0,0
IND,1989,0,0,0
DAL,1989,0,0,0
SAC,1989,0,0,0
MIA,1989,0,0,0
LAC,1989,0,0,0
CHH,1989,0,0,0
ORL,1989,0,0,0
MIN,1989,0,0,0
TOR,1989,0,0,0
NOH,1989,0,0,0
MEM,1989,0,0,0
WAS,1989,0,0,0
OKC,1989,0,0,0
CHA,1989,0,0,0
BRK,1989,0,0,0
NOP,1989,0,0,0
CHO,1989,0,0,0
WSC,1990,0,0,0
INO,1990,0,0,0
FTW,1990,0,0,0
MNL,1990,0,0,0
CHS,1990,0,0,0
ROC,1990,0,0,0
SHE,1990,0,0,0
TRI,1990,0,0,0
AND,1990,0,0,0
SYR,1990,0,0,0
PHW,1990,0,0,0
BLB,1990,0,0,0
STL,1990,0,0,0
CIN,1990,0,0,0
SFW,1990,0,0,0
BAL,1990,0,0,0
ATL,1990,0,0,0
SDR,1990,0,0,0
GSW,1990,0,0,0
CAP,1990,0,0,0
BUF,1990,0,0,0
SEA,1990,0,0,0
WSB,1990,0,0,0
KCO,1990,0,0,0
KCK,1990,0,0,0
NJN,1990,0,0,0
SAC,1990,0,0,0
MIA,1990,0,0,0
LAC,1990,0,0,0
CHH,1990,0,0,0
ORL,1990,0,0,0
MIN,1990,0,0,0
TOR,1990,0,0,0
NOH,1990,0,0,0
MEM,1990,0,0,0
WAS,1990,0,0,0
OKC,1990,0,0,0
CHA,1990,0,0,0
BRK,1990,0,0,0
NOP,1990,0,0,0
CHO,1990,0,0,0
WSC,1991,0,0,0
INO,1991,0,0,0
FTW,1991,0,0,0
MNL,1991,0,0,0
CHS,1991,0,0,0
ROC,1991,0,0,0
SHE,1991,0,0,0
TRI,1991,0,0,0
AND,1991,0,0,0
SYR,1991,0,0,0
PHW,1991,0,0,0
BLB,1991,0,0,0
STL,1991,0,0,0
CIN,1991,0,0,0
SFW,1991,0,0,0
BAL,1991,0,0,0
SDR,1991,0,0,0
CAP,1991,0,0,0
BUF,1991,0,0,0
WSB,1991,0,0,0
KCO,1991,0,0,0
CLE,1991,0,0,0
DEN,1991,0,0,0
KCK,1991,0,0,0
NJN,1991,0,0,0
DAL,1991,0,0,0
SAC,1991,0,0,0
MIA,1991,0,0,0
LAC,1991,0,0,0
CHH,1991,0,0,0
ORL,1991,0,0,0
MIN,1991,0,0,0
TOR,1991,0,0,0
NOH,1991,0,0,0
MEM,1991,0,0,0
WAS,1991,0,0,0
OKC,1991,0,0,0
CHA,1991,0,0,0
BRK,1991,0,0,0
NOP,1991,0,0,0
CHO,1991,0,0,0
WSC,1992,0,0,0
INO,1992,0,0,0
FTW,1992,0,0,0
MNL,1992,0,0,0
CHS,1992,0,0,0
ROC,1992,0,0,0
SHE,1992,0,0,0
TRI,1992,0,0,0
AND,1992,0,0,0
SYR,1992,0,0,0
PHW,1992,0,0,0
BLB,1992,0,0,0
STL,1992,0,0,0
CIN,1992,0,0,0
SFW,1992,0,0,0
PHI,1992,0,0,0
BAL,1992,0,0,0
ATL,1992,0,0,0
SDR,1992,0,0,0
MIL,1992,0,0,0
CAP,1992,0,0,0
BUF,1992,0,0,0
WSB,1992,0,0,0
KCO,1992,0,0,0
HOU,1992,0,0,0
DEN,1992,0,0,0
KCK,1992,0,0,0
DAL,1992,0,0,0
SAC,1992,0,0,0
CHH,1992,0,0,0
ORL,1992,0,0,0
MIN,1992,0,0,0
TOR,1992,0,0,0
NOH,1992,0,0,0
MEM,1992,0,0,0
WAS,1992,0,0,0
OKC,1992,0,0,0
CHA,1992,0,0,0
BRK,1992,0,0,0
NOP,1992,0,0,0
CHO,1992,0,0,0
WSC,1993,0,0,0
INO,1993,0,0,0
FTW,1993,0,0,0
MNL,1993,0,0,0
CHS,1993,0,0,0
ROC,1993,0,0,0
SHE,1993,0,0,0
TRI,1993,0,0,0
AND,1993,0,0,0
SYR,1993,0,0,0
PHW,1993,0,0,0
BLB,1993,0,0,0
STL,1993,0,0,0
CIN,1993,0,0,0
DET,1993,0,0,0
SFW,1993,0,0,0
PHI,1993,0,0,0
BAL,1993,0,0,0
SDR,1993,0,0,0
MIL,1993,0,0,0
GSW,1993,0,0,0
CAP,1993,0,0,0
BUF,1993,0,0,0
WSB,1993,0,0,0
KCO,1993,0,0,0
DEN,1993,0,0,0
KCK,1993,0,0,0
DAL,1993,0,0,0
SAC,1993,0,0,0
MIA,1993,0,0,0
ORL,1993,0,0,0
MIN,1993,0,0,0
TOR,1993,0,0,0
NOH,1993,0,0,0
MEM,1993,0,0,0
WAS,1993,0,0,0
OKC,1993,0,0,0
CHA,1993,0,0,0
BRK,1993,0,0,0
NOP,1993,0,0,0
CHO,1993,0,0,0
WSC,1994,0,0,0
INO,1994,0,0,0
FTW,1994,0,0,0
MNL,1994,0,0,0
CHS,1994,0,0,0
ROC,1994,0,0,0
SHE,1994,0,0,0
TRI,1994,0,0,0
AND,1994,0,0,0
SYR,1994,0,0,0
PHW,1994,0,0,0
BOS,1994,0,0,0
BLB,1994,0,0,0
STL,1994,0,0,0
CIN,1994,0,0,0
DET,1994,0,0,0
LAL,1994,0,0,0
SFW,1994,0,0,0
PHI,1994,0,0,0
BAL,1994,0,0,0
SDR,1994,0,0,0
MIL,1994,0,0,0
CAP,1994,0,0,0
BUF,1994,0,0,0
WSB,1994,0,0,0
KCO,1994,0,0,0
KCK,1994,0,0,0
DAL,1994,0,0,0
SAC,1994,0,0,0
LAC,1994,0,0,0
CHH,1994,0,0,0
MIN,1994,0,0,0
TOR,1994,0,0,0
NOH,1994,0,0,0
MEM,1994,0,0,0
WAS,1994,0,0,0
OKC,1994,0,0,0
CHA,1994,0,0,0
BRK,1994,0,0,0
NOP,1994,0,0,0
CHO,1994,0,0,0
WSC,1995,0,0,0
INO,1995,0,0,0
FTW,1995,0,0,0
MNL,1995,0,0,0
CHS,1995,0,0,0
ROC,1995,0,0,0
SHE,1995,0,0,0
TRI,1995,0,0,0
AND,1995,0,0,0
SYR,1995,0,0,0
PHW,1995,0,0,0
BLB,1995,0,0,0
STL,1995,0,0,0
CIN,1995,0,0,0
DET,1995,0,0,0
SFW,1995,0,0,0
PHI,1995,0,0,0
BAL,1995,0,0,0
SDR,1995,0,0,0
MIL,1995,0,0,0
GSW,1995,0,0,0
CAP,1995,0,0,0
BUF,1995,0,0,0
WSB,1995,0,0,0
KCO,1995,0,0,0
KCK,1995,0,0,0
NJN,1995,0,0,0
DAL,1995,0,0,0
SAC,1995,0,0,0
MIA,1995,0,0,0
LAC,1995,0,0,0
MIN,1995,0,0,0
TOR,1995,0,0,0
NOH,1995,0,0,0
MEM,1995,0,0,0
WAS,1995,0,0,0
OKC,1995,0,0,0
CHA,1995,0,0,0
BRK,1995,0,0,0
NOP,1995,0,0,0
CHO,1995,0,0,0
WSC,1996,0,0,0
INO,1996,0,0,0
FTW,1996,0,0,0
MNL,1996,0,0,0
CHS,1996,0,0,0
ROC,1996,0,0,0
SHE,1996,0,0,0
TRI,1996,0,0,0
AND,1996,0,0,0
SYR,1996,0,0,0
PHW,1996,0,0,0
BOS,1996,0,0,0
BLB,1996,0,0,0
STL,1996,0,0,0
CIN,1996,0,0,0
SFW,1996,0,0,0
PHI,1996,0,0,0
BAL,1996,0,0,0
SDR,1996,0,0,0
MIL,1996,0,0,0
GSW,1996,0,0,0
CAP,1996,0,0,0
BUF,1996,0,0,0
WSB,1996,0,0,0
KCO,1996,0,0,0
DEN,1996,0,0,0
KCK,1996,0,0,0
NJN,1996,0,0,0
DAL,1996,0,0,0
LAC,1996,0,0,0
CHH,1996,0,0,0
MIN,1996,0,0,0
TOR,1996,0,0,0
NOH,1996,0,0,0
MEM,1996,0,0,0
WAS,1996,0,0,0
OKC,1996,0,0,0
CHA,1996,0,0,0
BRK,1996,0,0,0
NOP,1996,0,0,0
CHO,1996,0,0,0
WSC,1997,0,0,0
INO,1997,0,0,0
FTW,1997,0,0,0
MNL,1997,0,0,0
CHS,1997,0,0,0
ROC,1997,0,0,0
SHE,1997,0,0,0
TRI,1997,0,0,0
AND,1997,0,0,0
SYR,1997,0,0,0
PHW,1997,0,0,0
BOS,1997,0,0,0
BLB,1997,0,0,0
STL,1997,0,0,0
CIN,1997,0,0,0
SFW,1997,0,0,0
PHI,1997,0,0,0
BAL,1997,0,0,0
SDR,1997,0,0,0
MIL,1997,0,0,0
GSW,1997,0,0,0
CAP,1997,0,0,0
BUF,1997,0,0,0
KCO,1997,0,0,0
CLE,1997,0,0,0
SAS,1997,0,0,0
DEN,1997,0,0,0
KCK,1997,0,0,0
NJN,1997,0,0,0
IND,1997,0,0,0
DAL,1997,0,0,0
SAC,1997,0,0,0
TOR,1997,0,0,0
NOH,1997,0,0,0
MEM,1997,0,0,0
WAS,1997,0,0,0
OKC,1997,0,0,0
CHA,1997,0,0,0
BRK,1997,0,0,0
NOP,1997,0,0,0
CHO,1997,0,0,0
WSC,1998,0,0,0
INO,1998,0,0,0
FTW,1998,0,0,0
MNL,1998,0,0,0
CHS,1998,0,0,0
ROC,1998,0,0,0
SHE,1998,0,0,0
TRI,1998,0,0,0
AND,1998,0,0,0
SYR,1998,0,0,0
PHW,1998,0,0,0
BOS,1998,0,0,0
BLB,1998,0,0,0
STL,1998,0,0,0
CIN,1998,0,0,0
DET,1998,0,0,0
SFW,1998,0,0,0
PHI,1998,0,0,0
BAL,1998,0,0,0
SDR,1998,0,0,0
MIL,1998,0,0,0
GSW,1998,0,0,0
CAP,1998,0,0,0
BUF,1998,0,0,0
WSB,1998,0,0,0
KCO,1998,0,0,0
DEN,1998,0,0,0
KCK,1998,0,0,0
DAL,1998,0,0,0
SAC,1998,0,0,0
LAC,1998,0,0,0
ORL,1998,0,0,0
TOR,1998,0,0,0
NOH,1998,0,0,0
MEM,1998,0,0,0
WAS,1998,0,0,0
OKC,1998,0,0,0
CHA,1998,0,0,0
BRK,1998,0,0,0
NOP,1998,0,0,0
CHO,1998,0,0,0
WSC,1999,0,0,0
INO,1999,0,0,0
FTW,1999,0,0,0
MNL,1999,0,0,0
CHS,1999,0,0,0
ROC,1999,0,0,0
SHE,1999,0,0,0
TRI,1999,0,0,0
AND,1999,0,0,0
SYR,1999,0,0,0
PHW,1999,0,0,0
BOS,1999,0,0,0
BLB,1999,0,0,0
STL,1999,0,0,0
CIN,1999,0,0,0
SFW,1999,0,0,0
BAL,1999,0,0,0
CHI,1999,0,0,0
